gender,age,job,monthly_income,assets,saving_months,saving_amount,deposit_amount,deposit_months
M,67,1,561,5649,24,67,1077,12
M,70,1,2773,247114,12,388,8651,24
M,22,0,31,254,6,14,15,1
M,37,1,2968,184147,24,1543,18164,12
F,81,1,1476,95119,24,162,7793,24
F,17,1,1860,156597,24,258,2645,12
F,41,1,1269,93065,12,406,10355,24
F,82,1,1448,151415,24,202,6602,24
F,56,1,1644,188740,24,542,6707,12
F,51,0,391,23242,12,148,3190,24
M,75,1,1063,6889,24,148,2040,12
F,43,0,336,15380,1,124,2822,24
M,81,1,1340,152174,12,187,2733,12
M,30,0,96,386,1,49,146,3
F,37,1,1540,162591,12,723,15523,24
M,71,1,2656,159858,12,292,4143,12
M,85,1,2085,255960,24,291,9007,24
M,24,0,112,324,1,55,1290,24
F,37,1,1102,117232,12,539,13752,24
F,49,1,2218,68448,24,798,22889,24
M,36,0,120,7122,3,61,691,12
M,44,1,385,10733,24,123,1663,12
M,73,0,34,480,12,3,26,6
M,53,0,485,38682,6,174,130,1
F,77,0,184,7221,12,33,309,12
M,30,0,27,1932,24,14,362,24
F,28,1,1620,47290,24,858,19439,24
F,27,0,172,260,6,77,2105,24
F,62,1,2013,230652,12,322,3623,12
M,97,1,1163,147127,24,174,2930,12
M,100,1,2734,279670,24,410,5905,12
F,25,0,148,1070,24,72,73,1
F,91,1,2356,15897,24,282,7916,24
F,99,1,2240,292868,12,291,5107,12
M,37,1,1417,77525,24,722,8161,12
F,35,1,2943,338677,12,1442,37434,24
F,15,0,149,2425,24,24,712,24
M,43,1,2683,11223,24,939,10302,12
F,81,0,465,43519,6,65,83,1
M,89,1,2509,279870,24,326,5118,12
F,22,1,1650,143924,12,857,9305,12
M,92,1,1279,99224,24,179,6139,24
F,67,0,401,4410,12,40,409,6
M,60,1,2520,42022,12,327,7257,24
M,55,1,2319,78684,12,811,20036,24
F,26,0,135,1875,12,64,793,12
M,36,0,148,8740,24,71,452,6
M,46,0,451,37527,6,171,157,1
F,97,1,1181,20248,24,177,5101,24
M,29,1,2644,168099,12,1321,16498,12
F,83,1,1791,111718,12,268,4728,12
F,74,1,942,2586,12,207,2034,12
F,13,0,159,2855,24,18,133,6
M,32,1,687,33211,12,336,7254,24
M,43,1,2073,198018,24,704,7711,12
F,10,0,30,318,12,3,5,1
F,23,0,159,2929,12,81,233,3
M,27,0,43,691,24,21,136,6
F,69,0,254,20924,1,48,487,12
M,50,1,1926,74705,12,674,9244,12
M,77,1,2221,161856,12,377,4530,12
M,29,1,2770,330214,12,1495,33239,24
F,98,1,1688,205548,24,168,4456,24
F,52,1,1169,23801,24,455,9258,24
M,37,0,49,1213,12,27,74,3
M,23,0,130,1130,3,59,779,12
F,74,1,650,4761,24,84,1559,12
F,42,0,365,12790,12,131,427,3
F,81,1,502,51956,12,90,1445,24
M,52,0,467,2253,3,172,1008,6
F,67,1,1814,100623,12,181,2829,12
F,83,1,853,96608,12,136,1125,12
M,49,1,727,61847,24,225,3315,12
F,64,1,754,78174,24,120,3438,24
F,41,0,26,677,3,10,8,1
F,65,1,807,95727,12,121,1355,12
F,63,1,897,99431,24,125,3444,24
M,38,1,686,5033,12,377,4033,12
F,43,1,1053,142951,24,484,4422,12
M,63,1,1481,143312,12,266,3376,12
M,88,1,2515,43471,12,276,4526,12
F,42,1,2993,230978,24,987,9338,12
F,24,1,1328,77061,12,637,16573,24
F,26,0,167,2009,24,83,901,12
M,63,1,1695,145146,12,220,2034,12
F,35,1,1331,73348,12,718,15652,24
M,38,0,82,6774,1,44,125,3
M,11,0,104,1070,1,15,56,3
M,89,1,2948,151540,12,442,9197,24
F,43,0,359,17639,1,114,355,3
F,50,1,2609,376156,12,965,10957,12
F,61,1,1069,6477,12,160,2180,12
F,95,1,818,121056,24,155,3730,24
M,45,1,1101,120441,12,319,9512,24
F,72,1,1655,48282,12,297,5957,24
M,87,1,1453,48421,24,276,2092,12
M,45,1,1864,36668,12,577,12973,24
F,66,1,729,12944,24,87,1312,12
M,74,0,84,6783,12,10,302,24
F,55,0,228,20188,3,75,930,12
F,97,1,648,51626,12,97,1088,12
F,40,1,1332,148172,12,479,5914,12
M,17,1,1011,29929,24,138,2337,12
M,37,1,2070,3403,12,1076,27323,24
M,87,1,2074,177806,24,290,3982,12
F,24,1,1716,220539,12,823,19356,24
M,80,0,181,11791,6,32,21,1
M,45,0,211,8096,1,75,221,3
F,80,1,2871,214646,24,459,8268,24
M,74,1,2610,158498,12,365,4384,12
F,53,0,169,9412,6,60,730,12
F,40,0,33,141,24,11,10,1
M,59,0,146,1237,12,43,144,3
M,77,0,322,30050,3,38,173,3
M,70,0,171,5003,24,23,123,6
M,62,1,299,5548,12,29,609,12
F,85,1,1396,57891,12,237,2847,12
M,45,1,2311,20205,12,762,18303,24
F,23,0,123,2804,24,63,1446,24
F,94,1,664,83535,12,152,876,12
F,41,1,2018,45943,12,726,16951,24
F,40,0,143,9978,3,55,51,1
M,93,1,2963,141976,24,562,10666,24
F,85,1,2723,47552,24,571,8495,24
M,24,1,1097,88327,12,493,7240,12
M,98,1,200,6626,12,29,719,24
M,76,1,1050,62823,24,157,4787,24
F,31,1,277,31650,12,144,3390,24
F,85,1,2201,151802,12,220,7395,24
F,46,0,416,11461,24,128,499,3
F,35,0,94,1726,3,48,1015,24
M,69,0,229,20994,24,27,68,3
F,73,1,1082,128475,24,119,1298,12
M,100,0,151,8536,24,15,54,3
M,38,1,2080,53469,12,1164,23961,24
F,84,1,2361,308136,24,495,5383,12
M,60,1,2480,335037,24,396,10118,24
F,96,1,1704,144134,24,221,6134,24
M,25,1,1190,37019,12,571,6425,12
M,92,1,2393,334296,24,406,7466,24
F,84,1,2471,86263,24,494,5337,12
F,66,1,357,41333,12,64,1542,24
F,54,1,2527,240924,24,985,17587,24
M,83,1,1151,85943,12,218,2209,12
F,26,0,132,1213,12,62,221,3
M,42,0,231,6238,1,78,92,1
M,11,0,123,796,12,13,16,1
F,53,1,2060,37308,24,762,10135,12
F,70,1,1568,213621,24,250,3198,12
F,76,1,660,69400,12,85,950,12
M,39,1,251,12968,12,122,2891,24
F,71,1,1802,170790,12,306,5622,24
M,35,0,174,1928,1,93,511,6
F,63,1,714,28467,24,121,942,12
F,31,1,2037,282473,24,1018,13199,12
F,47,1,2277,315147,12,751,18580,24
F,69,1,2215,62078,12,354,5316,24
F,46,1,941,97136,12,366,3726,12
F,37,1,2297,247316,24,1033,24256,24
F,28,0,113,387,1,53,169,3
F,95,1,2021,99149,12,282,6305,24
F,65,1,322,15612,12,45,618,12
M,92,1,285,4614,24,34,1025,24
M,14,0,43,440,3,4,60,12
M,60,0,360,16159,1,50,140,3
M,88,1,922,47813,24,129,1659,12
M,88,1,2591,289999,24,414,4974,12
F,48,0,114,3950,24,42,119,3
F,90,1,893,67974,12,142,1393,12
M,92,1,1705,114017,12,204,6547,24
M,42,0,134,12855,24,44,144,3
M,19,0,125,494,12,21,117,6
M,51,0,498,39629,24,184,582,3
M,39,0,28,529,6,13,335,24
F,29,0,88,975,24,41,1034,24
M,34,0,131,3418,12,58,1571,24
M,30,1,464,26893,12,236,4899,24
M,88,1,2221,319498,12,244,9061,24
F,43,1,283,8829,24,101,2309,24
M,19,1,640,39270,12,106,1371,12
F,38,0,75,3860,1,32,458,12
M,67,1,335,36279,12,50,522,12
F,81,1,2537,248894,24,279,9133,24
F,86,1,321,10529,24,41,731,12
M,66,0,455,36536,6,45,218,3
M,85,1,1767,88317,24,282,7633,24
F,34,0,87,4680,12,40,1002,24
F,58,0,108,2106,1,38,777,24
F,37,0,114,5426,12,55,1340,24
M,68,1,1796,77579,24,287,5603,24
F,97,1,433,10210,12,69,831,12
F,78,1,1603,217141,24,352,5001,24
F,25,0,52,1030,12,25,82,3
M,80,1,711,104696,12,99,2559,24
M,29,1,2767,349716,24,1466,17598,12
M,43,1,2377,252033,12,760,23389,24
F,58,1,1403,88363,12,477,6229,12
F,31,1,452,32096,24,207,5640,24
F,62,1,745,66307,24,96,1966,24
M,71,1,2796,163886,12,531,13420,24
F,22,0,167,3694,6,76,1001,12
F,58,0,205,4302,6,77,405,6
F,50,0,159,6703,24,54,1259,24
F,31,1,2108,247768,24,1096,24790,24
M,30,1,1781,96029,12,908,20944,24
F,49,0,168,15314,1,53,1330,24
M,33,0,78,270,6,38,126,3
F,11,0,155,2725,3,23,266,12
M,12,0,158,2521,3,22,225,12
F,25,1,1612,14151,12,789,8898,12
M,84,1,2309,255870,24,323,11083,24
F,55,0,357,27495,1,117,771,6
F,20,0,85,123,12,40,244,6
M,15,0,183,4153,24,27,346,12
F,18,0,124,198,6,22,259,12
F,26,0,51,1034,6,23,152,6
M,41,1,1772,2162,12,620,14884,24
M,55,1,1215,15933,12,449,5540,12
M,82,1,1668,75915,12,250,7205,24
M,60,0,23,679,6,2,93,24
F,88,1,319,7022,12,51,765,12
M,96,1,1186,5395,12,166,3984,24
F,100,1,2182,223478,12,392,9949,24
F,99,1,1148,135449,12,206,3857,24
F,75,1,1451,143920,24,203,2785,12
F,12,0,132,1842,6,22,123,6
M,90,1,2213,280645,12,265,3717,12
M,64,1,2456,10813,24,368,3241,12
F,87,1,2896,240572,12,463,8340,24
F,75,1,183,4810,24,27,307,12
F,56,1,777,81748,24,287,6340,24
M,41,1,557,4486,12,217,5079,24
F,54,0,159,8263,3,50,162,3
F,54,1,2146,57741,24,751,15451,24
M,34,0,31,1968,1,17,15,1
M,78,1,1924,250086,12,269,8773,24
M,10,0,176,1403,24,19,86,3
M,81,1,2156,188289,12,280,4139,12
M,84,1,2298,310834,24,298,4687,12
M,58,1,1193,127296,24,465,5296,12
F,62,0,400,6192,3,68,191,3
M,49,1,2163,127104,12,735,7786,12
F,31,1,727,82417,24,363,4100,12
M,89,1,1339,112665,24,241,3052,12
M,95,0,488,11567,24,73,761,12
F,22,0,197,519,6,100,614,6
M,25,0,151,1405,6,75,212,3
F,55,0,365,14952,1,127,1751,12
M,78,1,1540,215746,12,323,5174,24
F,31,1,1165,170753,12,605,6989,12
F,30,0,91,2821,24,47,1135,24
M,33,0,83,4070,3,42,40,1
F,66,1,1022,81822,12,183,1962,12
F,56,0,481,16431,24,153,1904,12
M,88,1,593,30146,12,83,1707,24
F,79,0,309,30647,24,58,1334,24
M,15,0,53,915,1,10,121,12
F,68,1,2755,153804,24,523,7934,24
F,100,1,279,29999,12,47,669,24
M,60,0,418,879,6,79,163,3
M,75,1,1921,130570,24,307,3918,12
F,31,0,69,3340,12,40,206,6
M,83,1,1170,131266,12,187,3931,24
F,30,0,46,1149,6,23,275,12
M,51,0,94,3131,6,38,225,6
F,11,0,88,1641,1,16,13,1
M,79,1,1646,78093,12,246,4345,24
F,10,0,114,405,12,17,16,1
M,91,1,2177,250438,24,304,9404,24
M,61,1,1485,71629,24,193,5345,24
M,71,1,435,4630,12,43,1043,12
F,38,0,64,1867,6,30,783,24
F,27,1,1397,118213,24,726,7376,12
M,85,1,1855,107719,24,333,3116,12
M,58,1,491,42720,12,152,3888,24
F,47,1,972,4158,12,320,6531,24
F,86,1,2874,400925,12,517,11036,24
F,28,0,92,1766,12,40,39,1
F,26,0,26,172,6,13,42,3
F,87,0,177,10796,12,26,138,6
M,30,1,2844,109131,12,1279,36175,24
F,20,0,29,131,6,14,184,12
F,63,1,2225,17596,24,355,4271,12
F,78,1,485,621,24,63,1978,24
F,57,0,275,20424,6,96,1022,12
F,52,0,421,12390,1,159,168,1
M,53,1,587,81387,12,205,5494,24
M,64,0,29,2185,6,4,20,6
F,41,0,45,2896,6,17,48,3
M,25,0,66,630,3,34,217,6
F,91,1,1741,175787,24,174,2715,12
F,58,1,770,73037,24,284,5543,24
M,36,0,101,7387,3,48,593,12
M,57,1,508,11801,12,172,4511,24
M,39,0,187,16519,24,91,1301,12
F,43,1,1671,166741,12,584,14838,24
M,55,1,1161,169232,12,441,5433,12
M,67,1,1580,42077,12,189,4171,24
F,36,1,257,27137,24,123,3269,24
F,95,1,1463,146807,24,248,6320,24
F,15,1,1902,2029,12,358,4964,24
M,82,1,821,93566,12,172,1477,12
F,17,1,1308,159220,24,227,1601,12
M,16,0,126,425,3,17,49,3
M,41,0,61,3558,12,18,424,24
M,93,1,1724,211003,12,172,6206,24
M,58,1,1675,89116,12,535,7637,12
M,11,0,182,1214,24,22,31,1
F,12,1,2388,198383,12,415,4696,12
F,28,1,2753,59408,24,1404,31714,24
F,65,1,831,7532,12,149,1296,12
M,22,0,55,78,6,29,28,1
M,48,0,496,45588,12,173,550,3
M,78,1,234,24867,12,37,1010,24
M,65,1,435,28401,12,65,939,12
F,14,0,147,2639,24,29,484,24
M,12,0,132,1813,3,25,14,1
F,58,1,2630,192749,24,946,20198,24
F,88,1,1592,234214,12,286,2292,12
F,62,0,74,1564,6,9,79,6
M,70,1,1297,3691,12,181,2178,12
M,50,1,1576,84024,24,551,6430,12
F,54,1,1722,111597,12,585,13638,24
M,12,0,62,114,3,11,9,1
F,76,0,490,30930,6,58,440,6
F,94,1,1047,2649,24,125,5025,24
M,43,1,1593,145891,12,605,6117,12
F,83,0,180,12596,24,25,345,12
M,20,0,133,2600,12,69,1659,24
M,61,1,2960,133658,24,503,8524,24
M,67,1,1896,262940,24,189,4322,12
F,94,1,287,6689,12,48,757,12
M,11,0,94,1188,12,9,209,12
M,61,1,2301,124096,24,345,9388,24
M,69,1,2758,412920,24,551,4964,12
M,97,1,499,23186,24,89,778,12
F,64,1,1861,77474,12,260,4466,24
F,71,1,288,9265,24,31,1520,24
F,37,0,174,15892,12,80,542,6
F,47,1,1972,276868,24,591,8045,12
M,94,1,2831,411250,12,509,8153,24
F,44,1,2984,304708,12,1014,21484,24
F,25,1,2012,186450,12,965,24626,24
M,63,0,224,8483,6,35,38,1
M,93,1,1702,166292,24,289,3063,12
F,68,0,219,4059,3,32,420,12
M,31,0,30,154,12,16,15,1
F,34,1,897,46329,12,439,5812,12
M,30,1,530,36892,24,264,3116,12
M,32,1,957,20674,24,497,11024,24
F,30,0,147,1369,3,72,216,3
F,40,0,389,2637,1,140,3360,24
F,81,1,1148,120503,12,126,3306,24
F,85,1,2919,243676,12,496,11909,24
M,34,1,2802,371084,12,1372,33623,24
M,74,1,2328,123907,24,349,6145,24
F,95,1,809,19236,12,129,1553,12
F,41,1,876,127362,24,306,8199,24
M,98,1,1172,87602,24,128,2531,12
M,94,1,230,10567,24,45,358,12
F,54,1,2610,130478,12,1174,18791,24
F,67,1,474,64100,12,80,739,12
F,63,1,958,21420,24,162,1609,12
F,41,1,2140,175118,24,855,7190,12
M,36,1,2173,183872,12,977,14341,12
F,54,1,1593,205492,24,541,11851,24
M,36,1,1164,133821,12,628,13688,24
M,45,1,1655,120355,24,579,6553,12
F,36,1,2393,78228,12,1220,13209,12
F,28,0,178,2709,6,87,939,12
F,65,0,330,8875,1,65,148,3
M,40,1,2860,353252,24,972,24023,24
F,61,1,2933,142297,12,351,10558,24
M,35,1,1935,183024,12,890,22291,24
F,15,0,120,556,24,16,91,6
F,19,0,77,306,24,12,25,3
M,30,0,119,1415,6,55,1399,24
F,85,1,1072,39360,12,128,2315,12
F,91,1,1875,262891,12,299,7649,24
M,39,1,699,23233,12,335,7884,24
M,27,0,199,611,24,105,310,3
M,57,0,186,5014,1,63,736,12
M,18,0,181,1389,24,25,210,6
F,87,1,484,1155,24,87,1510,24
F,21,0,175,1861,12,97,535,6
F,96,1,1559,53802,12,233,3554,12
F,42,1,2998,123127,24,989,12951,12
M,66,1,2364,296866,24,401,3404,12
F,56,1,629,35723,24,220,4679,24
M,85,1,1446,120883,24,202,5205,24
F,77,1,1895,156803,24,303,8641,24
M,70,1,2827,14108,24,395,5088,12
F,82,1,414,49325,12,66,993,24
M,44,0,25,1646,3,7,245,24
M,54,0,409,24685,1,134,3239,24
F,96,1,1974,59804,24,276,10422,24
M,87,1,1658,155090,24,281,2984,12
M,97,1,2787,180070,12,529,9364,24
M,10,1,655,85136,24,130,1216,12
M,70,1,912,35367,12,145,3283,24
M,54,1,1716,49846,24,514,6589,12
F,65,0,369,36394,12,70,1328,24
F,16,0,172,1390,3,30,279,12
F,13,0,173,3341,24,28,343,12
F,23,1,2314,177603,12,1272,13606,12
M,87,1,2738,308722,12,355,11171,24
F,82,1,1457,67993,24,174,4545,24
F,46,1,247,19436,12,74,1155,12
F,86,1,1132,89409,24,181,4075,24
M,49,1,1357,63711,12,420,11724,24
M,52,0,84,7377,1,27,685,24
M,93,1,797,56959,12,111,2677,24
M,38,0,103,4480,24,50,45,1
M,47,1,2833,265049,24,1133,21757,24
M,92,1,1709,65816,12,324,5332,24
M,78,1,2519,313575,24,403,12695,24
F,12,0,130,870,24,25,22,1
M,65,1,1746,244273,24,244,3561,12
M,84,1,331,34946,24,43,675,12
F,75,1,2872,227264,12,430,5858,12
F,96,1,536,22274,12,64,1029,12
F,86,1,482,60498,12,67,809,12
F,37,0,92,7750,12,48,151,3
M,52,1,2815,384168,12,1097,10809,12
M,18,1,379,21179,24,55,557,12
F,91,1,2452,164687,24,392,5002,12
F,54,1,1312,172223,24,498,6140,12
M,93,1,2112,79282,24,274,4561,12
F,34,1,2588,148337,24,1293,34161,24
M,42,1,2766,203025,24,995,10953,12
M,83,1,190,16130,24,32,638,24
F,64,1,716,62805,12,93,2749,24
M,33,1,2324,246771,12,1161,13943,12
F,92,1,987,132613,12,138,2605,24
F,14,0,133,2659,3,16,22,1
M,77,0,221,7128,3,24,689,24
F,37,0,39,1757,24,20,105,6
M,68,1,1475,80004,12,250,1947,12
M,64,1,233,6516,12,48,894,24
F,35,1,2245,41148,12,1167,12661,12
M,33,1,2798,350766,12,1482,32904,24
M,76,1,2804,32780,24,364,3701,12
M,29,0,125,1261,1,57,1409,24
F,15,0,176,4203,1,26,179,6
F,92,1,2318,247650,24,370,5285,12
M,23,1,243,26905,24,116,2857,24
F,39,0,117,7297,12,64,1319,24
M,50,1,1460,143540,24,467,6131,12
F,95,1,2683,229500,24,429,6439,12
F,97,1,999,113982,12,159,3596,24
M,31,1,646,36037,12,329,3488,12
F,47,0,87,4744,12,30,161,6
F,59,0,447,27045,6,156,156,1
F,66,1,413,4724,24,61,1486,24
F,30,1,211,23686,12,101,2430,24
F,56,1,1851,53351,12,629,16881,24
F,93,1,2999,370070,24,389,11516,24
M,17,0,53,882,12,5,9,1
F,78,1,2395,12982,24,383,8621,24
F,79,1,2677,211674,12,455,6103,12
M,26,0,199,3181,12,91,316,3
M,56,1,2603,230444,12,885,23114,24
M,46,1,2357,255498,24,754,10747,12
F,84,1,284,7043,12,42,954,24
F,41,1,2525,340210,24,908,9998,12
M,19,0,191,864,12,33,72,3
M,29,1,1095,11447,24,580,6438,12
F,58,0,466,12910,24,167,475,3
M,81,1,704,24247,24,119,3041,24
F,42,1,932,129253,12,344,8052,24
F,12,0,165,858,6,20,80,3
M,82,1,1313,44073,24,183,2678,12
F,90,1,2339,4772,12,374,3648,12
F,57,0,168,16681,12,62,342,6
F,29,1,2116,300314,12,1163,12949,12
M,54,1,494,20693,12,192,2311,12
F,59,1,513,50666,12,184,2216,12
M,69,1,2337,175292,12,514,8974,24
M,12,0,99,1439,1,13,461,24
M,68,1,1005,37562,24,160,1447,12
M,23,0,126,388,24,59,1542,24
F,28,1,2559,343348,12,1228,15968,12
F,54,1,984,122594,24,334,6848,24
M,36,1,757,83398,12,340,9629,24
M,33,1,645,94288,12,328,7739,24
M,70,1,2830,249825,24,481,5093,12
F,23,1,2315,4457,24,1250,30557,24
M,31,0,86,1856,1,42,536,12
F,59,1,229,6174,12,84,2088,24
M,55,1,1245,143438,12,423,10756,24
F,81,1,1905,119060,24,323,8686,24
F,66,1,1604,143154,24,240,5389,24
F,68,1,2698,222208,24,485,4856,12
F,48,1,2798,4312,24,923,25517,24
M,36,0,27,2650,3,15,323,24
M,61,1,2844,115520,24,511,6825,24
M,70,1,184,7566,24,27,441,12
M,23,1,2323,275141,24,1115,26760,24
F,51,1,2136,156718,24,726,8971,12
F,97,0,326,2809,24,52,782,12
M,53,1,845,84532,12,270,3650,12
M,18,1,2539,276056,24,477,3054,12
M,17,0,42,472,24,7,5,1
M,57,1,1369,93758,24,479,6078,12
F,87,1,1821,52106,24,327,3496,12
F,92,1,1008,79817,24,161,3870,24
F,66,1,1667,218823,12,266,7201,24
M,78,1,209,23082,24,20,1103,24
F,91,1,1780,10090,12,338,5553,24
F,90,1,1892,59155,12,283,3632,12
M,95,1,1663,244568,12,182,2993,12
F,26,0,145,2143,24,72,204,3
F,46,1,1872,221422,24,655,14826,24
M,10,0,88,1873,6,10,309,24
M,81,1,310,15417,24,43,595,12
M,36,1,1024,122536,24,522,12533,24
F,52,1,608,20772,12,206,2407,12
M,12,0,140,2251,3,16,55,3
M,52,0,340,17310,3,118,105,1
M,59,1,1260,110441,24,390,5291,12
F,44,0,334,19441,1,136,681,6
M,15,0,188,1747,12,35,154,6
F,81,1,2608,296509,12,286,5633,12
F,86,1,2719,187574,24,462,8483,24
F,67,1,2818,409350,12,479,5410,12
M,29,0,111,1610,1,53,159,3
F,52,1,635,21040,12,222,6400,24
F,46,1,876,40969,24,280,3363,12
M,56,1,605,42567,12,211,2903,12
M,82,0,300,11460,24,47,287,6
F,43,1,1399,122921,12,489,12087,24
M,19,0,165,288,12,23,368,12
M,58,1,2828,186253,24,933,23755,24
M,40,0,487,4264,12,170,4090,24
M,28,1,1285,154802,24,629,14494,24
M,16,0,197,3742,3,26,208,6
M,77,1,580,59929,12,63,1392,24
F,36,0,141,3517,1,70,70,1
F,99,1,1310,56636,12,209,3772,24
F,64,1,2240,51528,12,313,5913,24
M,90,1,2100,83907,24,252,10079,24
M,18,0,65,347,12,8,72,6
M,47,0,453,22016,12,163,3696,24
M,69,1,2453,259355,12,417,3532,12
M,83,1,1381,15884,12,248,4971,24
F,38,1,1626,61527,24,943,19121,24
M,69,1,1089,10984,12,141,3659,24
M,80,1,2213,230679,12,309,6904,24
M,64,1,2205,173785,24,352,2646,12
F,27,0,80,858,24,38,470,12
F,42,1,1426,157531,24,413,10951,24
M,73,1,1466,153000,12,263,2462,12
F,21,0,169,1713,24,86,476,6
F,40,0,150,13706,6,49,629,12
M,55,1,2989,259339,12,866,22238,24
M,28,0,154,1926,3,81,226,3
M,48,0,113,7008,24,38,138,3
M,94,1,2030,96451,12,304,3410,12
F,52,1,1320,152408,12,488,9187,24
M,16,0,75,449,12,10,26,3
F,34,1,549,18129,24,290,3228,12
M,74,1,1235,75759,24,123,1630,12
M,82,1,1086,48611,12,141,4170,24
F,80,1,288,24387,12,43,414,12
M,26,0,92,1917,6,54,143,3
M,75,1,1864,226041,12,316,9394,24
M,88,1,1104,129667,12,231,1987,12
F,70,1,573,76838,24,114,1031,12
M,49,0,326,18928,24,123,2503,24
F,40,1,1486,128651,12,564,10342,24
M,10,0,35,248,24,5,50,12
M,47,1,1580,145505,24,489,11755,24
M,70,1,2781,188144,12,417,12013,24
M,38,0,59,2994,6,34,176,6
F,50,0,91,4107,6,34,84,3
M,26,0,185,670,24,79,1176,12
F,64,1,2573,151342,24,514,8645,24
F,46,1,572,71149,24,188,2333,12
M,33,1,800,78287,24,423,9407,24
F,76,1,744,37261,24,104,1160,12
F,84,1,1297,122600,12,129,2801,12
M,65,0,282,17177,6,39,541,12
M,66,1,1202,23391,24,204,4038,24
M,63,1,1512,47506,24,226,3628,24
F,20,0,21,371,6,10,267,24
F,10,0,31,142,24,4,46,12
M,67,1,2757,307433,24,468,7278,24
F,87,1,2568,221918,12,359,5546,12
F,71,1,1791,49316,12,304,3868,12
F,77,1,2221,11894,12,310,3997,12
F,85,0,411,33008,3,53,1035,12
M,60,1,1198,115521,12,155,3162,24
M,10,1,1295,6585,12,200,1808,12
M,50,0,492,12492,3,162,1239,6
F,25,1,2103,10312,12,1009,13375,12
M,30,1,2624,303508,12,1259,16373,12
F,54,0,476,43994,1,199,171,1
F,13,0,190,3874,24,24,66,3
F,50,1,1039,60379,12,332,4239,12
M,95,1,1885,11371,24,245,2714,12
M,99,1,1422,126580,12,213,5460,24
M,11,0,158,1605,3,29,207,12
F,91,1,852,77533,12,110,2658,24
F,86,1,1411,97894,12,253,2539,12
F,30,0,194,8033,3,98,570,6
M,94,1,324,19475,12,45,1244,24
M,73,1,765,2640,12,145,1376,12
M,78,1,1586,24355,12,253,2474,12
F,21,1,1388,84287,12,652,7828,12
F,84,1,1893,2357,24,283,4088,12
F,92,1,536,17434,12,64,1029,12
F,28,0,178,3008,6,85,78,1
F,65,1,2594,221441,12,389,10583,24
M,28,0,115,1510,12,57,155,3
M,19,0,67,1190,1,7,23,3
M,45,1,717,89575,24,250,6366,24
M,43,1,2702,356070,24,918,19454,24
F,78,1,193,12705,12,28,324,12
F,100,1,1169,69913,24,163,2244,12
M,96,1,207,12523,12,24,397,12
M,50,1,1734,174556,24,641,7907,12
F,43,0,421,27589,3,151,1035,6
M,89,1,2447,19893,24,489,4698,12
M,42,0,142,11804,1,49,562,12
F,82,1,1401,107158,24,224,5043,24
F,51,1,2944,304546,12,1207,13071,12
M,67,1,2329,283367,24,489,10061,24
M,80,1,855,24005,12,136,2872,24
F,35,0,127,2463,1,66,63,1
M,37,0,182,187,12,101,278,3
M,40,0,26,1870,1,8,8,1
M,22,0,31,184,6,15,94,6
F,65,1,516,41510,12,108,990,12
F,98,1,2617,253486,24,471,6908,24
M,72,1,396,44994,12,51,1235,24
F,24,0,175,2622,12,89,75,1
F,40,0,376,7479,6,146,902,6
F,79,1,1250,137057,24,199,3600,24
M,90,1,2261,293123,24,271,3527,12
F,86,1,1981,29265,12,257,4041,12
F,76,1,1779,8644,24,249,2561,12
M,86,1,1300,130414,24,169,2028,12
F,76,1,1296,22599,12,220,5909,24
F,43,0,410,4635,6,131,135,1
F,79,1,1987,238793,24,278,3099,12
F,83,1,777,108784,24,108,2797,24
M,31,0,129,362,3,61,61,1
F,51,0,97,4349,1,34,36,1
M,31,1,757,26540,24,370,4178,12
F,54,0,295,8417,12,106,106,1
F,77,0,195,4756,6,27,19,1
F,30,1,1147,133369,12,550,13213,24
F,44,0,336,26824,24,114,1532,12
F,39,0,35,1561,1,18,428,24
M,35,1,2480,152093,12,1115,29164,24
F,94,1,1821,262989,12,327,7866,24
F,43,0,485,38190,3,164,523,3
M,77,1,461,27300,24,92,608,12
F,78,1,2993,398449,24,419,7183,24
F,95,1,1119,41663,24,123,2954,24
F,16,0,107,2529,24,16,158,12
M,58,1,2567,57274,12,872,10473,12
F,22,0,190,3339,1,91,1185,12
F,77,1,1743,216345,12,296,3555,12
F,27,0,182,3687,12,94,524,6
M,54,1,2228,320908,24,690,7218,12
F,29,1,1533,22035,24,797,9197,12
F,71,1,2599,206751,12,519,5925,12
M,27,1,2298,103829,24,1171,15718,12
F,43,0,24,2223,24,9,47,6
F,22,1,527,68043,24,237,2782,12
M,97,1,1411,3731,24,268,3217,12
M,72,1,1334,33614,24,240,2241,12
M,85,1,783,94726,24,117,1409,12
M,70,1,2093,299633,24,209,8037,24
F,73,1,397,15941,24,71,809,12
F,36,0,160,10732,3,81,1055,12
M,25,0,57,632,6,29,341,12
M,95,1,1379,131856,12,193,4633,24
F,59,0,367,28787,1,132,1453,12
F,88,1,2548,117166,24,331,4280,12
M,70,1,1962,104902,12,274,4237,12
M,17,1,2920,157042,24,306,11049,24
M,71,1,1010,53287,24,131,1696,12
F,85,1,1528,16996,24,168,5500,24
F,49,1,441,36894,12,163,1905,12
M,86,1,2027,227328,12,283,6080,12
M,78,0,236,4825,24,23,906,24
F,52,1,256,2422,12,81,1198,12
F,16,1,1703,88574,12,181,3734,12
M,21,1,1324,166317,24,661,14299,24
F,17,0,111,1297,1,12,75,6
M,11,0,41,845,3,5,32,6
