gender,age,job,monthly_income,assets,deposit_months,deposit_amount,saving_amount,saving_months
M,18,0,41,21607,12,180,15,3
M,53,0,455,383699,12,1752,186,24
M,32,0,261,247931,24,2496,112,6
M,36,0,79,75329,1,32,26,12
M,59,1,563,449476,30,5610,233,30
F,22,0,109,106517,24,888,39,1
M,36,1,974,878525,30,13140,399,18
M,60,1,1313,1156859,24,9672,506,18
M,56,1,400,218214,18,3582,170,18
F,22,0,156,98640,18,1170,47,18
M,29,0,223,53203,24,1944,99,12
M,36,1,635,16939,24,2832,119,18
F,64,1,1281,653840,18,7488,399,18
F,29,1,1443,189741,18,11844,551,18
M,53,1,2569,2241601,18,20772,1045,30
M,29,1,944,206672,12,5604,343,12
M,35,0,161,77744,6,354,59,1
F,60,1,2359,456217,12,13068,1100,30
F,51,0,214,161320,3,282,79,24
M,50,1,2167,979111,24,24744,708,30
M,35,0,221,169312,3,276,72,12
M,46,1,312,288763,24,2304,107,12
M,62,1,484,62564,12,2820,232,18
M,22,0,83,20074,18,504,37,18
M,42,1,1436,213630,30,18720,554,30
M,41,0,688,131838,6,2040,219,12
M,46,1,825,436747,18,6012,371,30
F,55,1,906,372005,30,11400,284,30
M,50,1,1208,588725,12,5748,393,30
M,27,0,325,98712,3,351,114,6
F,54,0,395,366158,24,3336,150,18
F,50,1,1057,997336,24,10320,475,24
F,40,0,253,152402,24,2496,119,6
M,28,0,130,123010,3,132,42,1
M,41,0,676,381083,3,636,225,12
M,41,1,2698,2475305,12,11352,1199,18
F,24,1,1835,304957,18,10080,882,30
M,38,0,548,23728,6,1338,176,3
M,37,0,178,123093,6,384,76,6
M,27,0,200,131971,1,92,83,6
M,42,1,549,401269,18,4500,260,24
F,64,1,806,629598,12,4512,284,12
M,53,1,879,282312,12,3816,336,24
M,64,1,967,44760,30,13440,299,12
M,32,1,829,807616,18,5760,254,30
M,61,1,466,148710,12,2472,184,30
F,57,0,52,43579,3,66,24,24
M,57,1,1122,764799,30,11670,542,12
F,23,0,159,108104,1,47,64,24
M,54,1,312,85395,30,4560,111,12
M,19,0,123,25467,3,165,54,6
F,29,0,364,313899,12,1692,164,6
F,21,0,96,11570,18,648,34,18
M,40,0,466,263298,3,633,221,12
F,30,1,2620,2339740,12,11124,809,30
M,34,0,178,100079,1,59,78,3
M,48,1,1807,1266524,12,9180,576,24
F,33,0,143,107268,1,47,47,6
M,58,1,2592,1059534,12,11556,1141,12
M,43,0,72,18303,18,594,22,24
F,45,1,1965,1469359,12,11040,788,30
F,18,0,685,655800,3,708,318,3
M,64,0,340,327203,24,3240,148,3
M,29,1,1390,1187207,30,20190,540,24
M,54,1,1449,1359971,24,17112,493,24
F,37,0,223,181699,1,67,106,12
M,19,0,511,381782,18,3924,165,24
M,53,0,636,267848,18,3582,210,3
F,32,0,453,272526,3,423,171,3
M,55,1,2878,1877868,18,17766,1376,30
F,39,0,409,172112,12,1728,182,1
F,61,0,521,82142,12,3108,190,12
M,49,1,1405,935634,12,8160,426,24
F,37,1,2590,1437539,24,23640,905,18
M,53,1,1276,1026395,24,14040,394,18
M,50,1,1347,767431,18,11286,496,24
F,32,0,149,97757,24,1296,60,12
F,63,1,1287,112554,30,15630,480,30
F,20,0,695,103917,3,963,338,3
M,46,1,1814,1452378,30,26160,610,24
M,64,1,1459,210099,30,18240,612,30
F,44,0,268,209246,12,1212,115,18
M,22,0,651,119455,18,3816,238,12
F,48,0,653,373118,18,5004,310,1
M,39,0,443,439990,24,4032,201,18
M,52,1,2723,770537,12,12588,994,30
M,24,0,199,37508,6,522,72,12
M,23,0,674,583275,3,741,248,3
F,43,1,787,227222,18,6714,253,18
M,18,0,347,108176,24,3000,120,12
F,36,1,1399,566382,18,12060,559,18
M,24,0,115,21013,6,276,43,18
M,53,0,362,46197,12,1584,110,18
F,29,0,303,63812,12,1140,114,18
M,37,1,1611,523817,24,15072,639,24
F,40,0,698,599978,1,322,293,6
M,42,1,2920,292625,18,24228,1417,24
M,47,1,2594,1040057,24,28584,976,12
M,46,1,1541,967517,30,14190,526,18
F,48,0,253,229508,18,2106,115,6
M,35,0,628,109598,24,6288,229,18
F,58,1,2670,1707375,18,15660,1242,24
M,36,0,92,11207,12,384,40,1
F,21,0,488,318120,1,217,154,18
F,18,0,101,58686,3,96,46,12
F,58,0,495,18378,12,2508,183,18
F,32,1,908,738297,30,12450,453,30
M,25,1,1308,729781,30,12810,499,30
F,32,0,549,245426,6,1440,226,12
F,32,1,1975,1142745,24,17112,695,12
M,56,1,853,681371,12,4704,420,12
F,39,0,121,59637,6,318,57,24
M,35,0,113,104723,18,846,50,3
M,33,0,652,430367,18,4716,234,3
M,19,0,525,189923,12,2352,180,18
M,53,1,2724,1530730,18,18972,1101,18
F,37,0,208,207018,6,432,77,1
M,33,1,335,71516,12,1752,132,18
F,20,0,61,18310,24,624,21,24
M,47,1,624,120076,24,4608,305,12
F,19,0,700,641220,18,4212,226,6
M,52,1,1327,928470,12,5400,545,24
F,43,0,44,38096,12,204,14,12
M,22,0,662,194703,3,768,209,6
F,19,0,343,75256,1,159,170,18
F,37,0,414,157988,3,606,164,12
F,51,1,2934,1935586,24,21984,1268,18
M,51,1,1232,1194612,30,12750,423,30
F,37,1,869,170031,30,9480,329,12
F,42,1,2402,704588,30,27840,949,18
F,37,0,558,533214,6,1500,233,1
M,42,1,2783,1304733,12,11820,881,30
M,31,1,792,199907,18,4878,367,30
F,64,1,2172,1476443,30,20610,845,12
F,61,1,2404,1857661,30,22620,1155,18
F,60,1,619,319978,12,3084,190,18
F,60,1,997,916337,24,10704,313,18
F,56,1,2581,1164152,30,23730,916,30
M,29,1,605,522044,30,5580,241,24
M,22,0,59,35894,12,276,26,3
M,19,0,336,21661,1,127,161,3
M,33,1,478,35657,30,5670,236,30
M,47,0,418,384690,18,2790,168,12
M,64,1,516,110658,24,3912,169,24
F,60,1,1613,131241,30,18540,582,12
M,55,1,2382,2244277,18,19332,1002,24
F,62,1,2557,2341549,12,9840,1049,18
M,59,1,648,203555,30,7380,279,12
F,41,1,292,281491,30,2940,109,30
F,47,1,2025,824692,24,24288,926,30
F,54,1,988,921080,18,6930,478,30
F,56,1,2766,985821,24,24072,854,30
M,28,0,132,38144,1,52,39,18
M,31,0,581,299807,18,4086,176,12
F,40,1,1203,698730,12,5532,402,30
F,33,0,343,321769,12,1308,155,1
F,38,0,157,149538,12,816,63,24
F,21,0,388,321055,18,3078,185,6
M,50,0,603,589766,24,6552,200,3
M,64,1,1978,1905573,18,10872,972,18
F,31,0,331,238682,24,2808,125,12
F,36,0,595,259890,12,3132,239,12
F,22,1,2215,516651,12,8604,1038,24
F,53,1,2526,2026131,18,16542,1148,24
F,48,1,2331,8815,12,5292,425,18
F,62,1,2517,1850679,24,20952,1233,18
M,35,0,429,168799,1,145,208,1
F,61,1,2512,237819,24,27240,1062,24
F,48,1,1019,736896,18,8640,404,18
F,47,1,2158,580126,24,15840,757,30
F,38,0,217,66072,24,2088,75,24
F,64,1,1352,552660,18,9540,524,12
F,47,0,316,177856,1,136,135,24
F,58,1,591,571388,30,5700,243,30
M,21,0,550,470353,24,4416,251,24
F,22,0,364,336069,18,2520,120,1
M,58,1,942,566321,30,11880,425,30
F,62,1,2712,2368440,30,25530,934,12
M,27,0,243,16818,12,1212,103,1
M,44,0,323,68034,24,2328,117,24
M,33,1,363,336412,12,1464,131,18
M,47,1,1977,1610140,30,20610,695,24
F,30,0,694,378208,1,271,327,18
M,53,1,2947,2509478,18,21798,1453,24
F,38,0,29,2757,24,240,9,3
F,62,1,2358,457663,12,13212,1103,30
F,57,1,450,3809,30,2190,80,24
F,62,1,1258,814816,30,18030,626,24
M,32,0,695,276570,3,879,258,6
F,37,0,260,61405,6,768,109,12
M,37,1,977,74405,18,6534,338,24
M,62,1,2308,335697,30,33030,1038,18
F,22,0,616,39549,6,1506,225,18
F,49,1,1872,812307,18,11376,749,24
M,23,0,670,401835,24,5424,238,18
M,47,0,571,343721,18,3942,275,12
M,43,1,198,179090,18,1674,78,18
F,54,1,2164,780716,12,10836,684,24
M,30,0,580,256491,18,3942,246,6
F,46,1,1896,1602288,12,10752,882,18
M,22,0,610,345374,3,672,198,6
M,42,0,592,298109,18,3870,276,12
F,30,0,673,479752,24,6936,290,1
M,41,1,1395,804274,30,14700,504,30
F,48,0,277,67252,18,1728,115,6
M,37,1,1411,226783,30,18660,493,18
F,25,1,1405,1189063,12,7248,646,24
F,26,1,2243,1751472,12,8328,1048,18
F,38,0,540,31947,12,3180,217,3
M,37,0,140,139182,3,153,45,12
F,32,0,254,131254,3,315,125,6
F,43,0,554,407538,12,2496,183,12
M,59,1,211,104704,30,2100,66,24
F,28,1,1562,253408,12,6480,557,24
F,54,0,649,502909,1,256,300,3
M,58,1,2504,676910,18,13590,1034,18
M,28,0,622,248401,24,5040,193,12
F,44,1,1282,661695,12,7248,445,12
M,47,0,75,45289,18,522,30,3
M,36,1,2351,167584,12,13320,1064,30
F,51,1,2092,1580999,30,18840,884,30
M,55,1,2604,1548967,18,15390,1137,30
M,40,0,471,36324,24,4440,212,1
F,18,0,331,31293,18,2898,165,24
M,20,0,572,392074,3,741,197,24
F,20,0,262,190834,1,106,93,6
F,45,1,1622,294500,24,16824,531,18
M,31,0,38,28633,6,90,12,18
F,47,1,1846,263067,30,25470,644,12
M,22,0,289,106289,24,2088,100,3
F,32,0,246,194956,1,112,94,6
F,55,1,289,153496,12,1440,131,12
M,31,1,2675,722131,24,22176,1044,30
M,31,0,528,296447,3,648,196,12
F,25,0,225,86106,1,102,101,6
F,25,0,71,55565,12,348,21,1
F,36,0,284,217816,6,582,125,18
M,49,1,2380,490841,18,14364,987,18
M,48,1,1125,93904,12,4740,452,12
M,46,1,306,259393,18,1656,95,12
F,58,1,2694,2176195,18,17352,1318,12
M,28,0,494,153018,18,3564,179,1
M,62,1,790,578571,18,4320,370,30
M,30,1,411,8331,18,1170,58,24
F,44,1,2485,2407176,30,28110,1027,30
M,36,0,203,22983,1,70,81,18
F,43,1,2112,475416,30,28860,813,18
M,54,1,2767,771076,18,18342,1104,18
M,26,0,211,10785,3,315,84,1
M,45,1,881,278210,12,4272,379,30
M,49,1,546,216631,30,7920,256,18
F,20,0,410,205683,1,159,192,12
F,49,0,324,5581,3,108,64,6
F,22,0,564,76623,24,5952,247,24
M,25,0,338,50252,6,930,149,24
F,31,0,422,420034,24,4176,206,1
F,20,0,176,47573,3,237,75,1
F,41,0,135,57614,18,918,44,6
F,30,0,689,24046,6,2010,300,3
M,60,1,1189,322485,18,9450,578,12
M,46,0,34,13602,24,264,10,12
F,25,0,332,61908,6,774,103,18
F,59,1,1278,175564,24,12048,614,24
M,48,1,2200,307166,24,24624,932,18
F,43,0,612,89690,6,1452,200,12
F,35,0,666,425818,12,3420,250,3
F,35,0,630,120817,3,834,297,18
M,24,0,555,274182,1,241,234,1
M,55,1,1799,1595232,12,8820,544,24
M,33,0,257,183274,18,2268,115,6
F,50,1,1206,670837,24,14136,554,30
F,20,0,192,79703,3,246,92,6
F,55,1,1182,734379,18,6390,441,24
F,21,0,221,53453,18,1530,96,12
M,53,1,2096,528445,30,19380,844,18
M,21,0,299,269791,1,121,109,12
M,59,1,1422,104019,18,10692,478,18
M,26,0,647,243264,24,6096,242,6
M,57,1,789,786739,30,11460,386,18
F,34,0,353,338480,12,1800,165,1
M,34,0,308,167151,18,2214,135,12
F,50,0,505,303406,1,194,211,3
F,37,0,671,284583,18,5256,296,1
F,31,0,181,107887,18,1242,73,1
M,39,1,1041,19350,12,2052,190,30
M,44,0,363,211064,1,114,158,24
M,60,1,2390,2263120,12,10788,863,12
M,20,0,586,267145,3,747,189,24
F,41,1,2874,2376677,24,32328,1181,30
M,47,0,424,72014,6,1056,179,1
F,25,0,343,142687,1,106,126,18
F,39,0,616,456189,12,3312,193,12
F,42,0,61,34980,12,252,21,1
M,27,0,567,187757,24,6216,270,3
F,46,0,57,22410,12,204,19,24
M,57,1,1794,1437716,18,12510,572,30
M,18,0,175,80769,1,62,68,6
F,38,1,684,473825,18,5760,242,18
F,56,1,2887,973443,12,13728,1279,18
M,41,0,490,64113,3,576,210,6
M,26,0,173,28485,18,1098,53,24
F,61,1,499,121895,18,4140,195,30
M,43,1,1710,973933,30,18870,581,12
M,26,1,1189,994254,30,13620,529,30
M,37,0,493,302893,24,4080,153,18
M,52,0,458,399214,12,1896,141,24
F,53,0,248,246495,12,1248,91,3
M,59,1,1597,1497085,24,17256,545,24
F,53,1,602,283690,18,4446,239,18
M,26,0,229,36520,18,1386,78,18
M,39,0,307,206038,3,342,100,6
M,18,0,410,391420,12,2112,129,3
M,22,0,270,166057,18,1800,112,24
M,26,0,250,225607,18,1746,106,18
F,54,1,2306,1845723,30,22050,725,30
M,55,1,2294,1719844,24,21792,771,18
M,36,1,1501,185035,24,14088,744,12
M,25,0,300,231566,24,2424,114,6
F,59,1,2114,1565154,24,19008,1046,12
M,60,1,1407,226442,30,20430,540,30
F,49,1,1155,463281,18,6750,444,24
M,30,0,47,38296,6,126,18,18
F,37,0,549,102337,1,267,256,6
F,53,1,725,160191,18,6408,247,30
F,60,1,246,45331,12,876,78,12
F,61,1,1704,700129,12,9708,674,24
M,54,1,2285,1050775,12,10140,1088,12
F,47,1,2564,2359104,24,26832,847,30
M,27,0,135,87256,1,65,63,6
F,48,0,325,306603,18,2520,162,18
F,42,0,518,135143,6,984,187,3
F,46,0,527,137702,12,3084,175,1
F,41,0,537,81160,3,534,167,18
F,56,1,806,779235,12,3300,359,18
M,38,1,1882,1501761,24,22464,697,24
F,58,1,2387,2066096,30,26460,944,24
M,26,0,331,219650,18,2232,161,1
F,59,1,2612,900049,24,29016,922,18
F,59,1,2519,1809999,30,30030,1103,12
F,19,0,350,80733,3,363,155,12
F,21,0,377,171308,1,117,166,6
M,25,1,201,89978,12,1188,69,18
F,49,1,1245,534253,30,16380,547,12
M,31,0,425,374389,6,1194,204,1
M,30,0,691,346423,24,5112,261,3
M,38,0,580,549834,6,1422,243,12
M,41,0,302,134019,1,148,118,3
M,35,0,681,649396,24,5112,248,18
M,62,1,275,66855,24,3000,127,30
F,57,1,2483,807159,30,30480,939,12
M,43,0,453,166783,24,4104,157,6
M,49,0,637,143066,18,5616,313,1
M,61,0,567,256739,12,2580,281,24
M,50,0,545,335396,6,1170,195,24
M,48,1,2478,2409167,24,18744,931,24
M,35,1,755,57850,12,4404,374,30
F,52,1,1037,545239,18,8658,402,12
F,29,1,612,333232,18,3888,265,18
M,42,1,730,327713,18,4392,251,30
M,62,1,681,270809,18,4662,226,12
F,48,1,621,138358,24,4728,297,12
M,27,0,499,158783,3,486,226,6
F,64,1,1727,1031149,30,20580,577,30
F,51,1,2325,1096983,12,11100,977,12
F,20,0,72,31778,1,34,30,1
M,63,1,2433,2152511,12,9528,1004,18
F,56,0,84,7094,3,84,38,1
F,25,0,29,5083,6,54,12,1
M,49,1,889,389501,12,5292,412,12
M,60,1,246,157673,18,1782,117,30
F,46,1,1742,1210380,24,14712,793,30
M,39,0,137,78334,6,384,48,24
M,37,0,319,131588,1,128,111,18
F,23,0,387,300722,3,387,184,6
M,60,1,1898,500703,12,11208,663,24
F,46,1,2229,1522728,18,14202,813,18
M,59,1,1166,200258,24,8808,440,12
F,34,0,523,47724,6,1308,209,6
M,48,0,466,91714,3,486,230,3
F,51,0,466,6932,1,61,64,12
M,55,1,475,443436,30,6180,204,24
F,54,1,1435,62122,30,14220,526,18
M,21,0,574,260408,24,6048,183,6
M,19,0,486,244330,1,233,190,12
F,29,0,204,82213,3,279,88,18
M,52,1,1780,964664,12,7320,546,12
F,23,0,185,174327,6,420,78,3
M,63,1,1579,467956,24,14424,484,12
M,25,0,118,69923,1,44,53,3
F,38,1,987,309822,30,11880,335,18
M,63,1,2794,155982,12,14316,1298,18
F,52,0,571,68565,12,2856,247,6
M,32,1,1796,153764,12,7776,636,30
F,24,0,553,203171,18,3006,246,1
M,32,1,737,14054,12,1188,136,24
M,62,1,1492,1251433,24,14784,490,24
F,23,0,281,271525,24,2400,116,1
M,64,1,1371,667862,30,20100,482,12
M,34,0,192,186813,12,804,66,12
F,21,0,696,468226,18,4572,281,3
M,39,1,1218,481015,18,10512,475,30
F,49,1,959,437401,30,9420,475,18
M,39,1,2404,321978,30,26520,1020,18
M,44,1,1662,978111,24,13320,565,12
F,63,1,1966,1831608,12,10392,679,12
F,32,0,442,8004,12,648,63,6
M,61,1,606,301470,12,2172,290,24
F,39,0,229,150799,3,309,80,3
M,45,1,2644,360141,30,38310,903,12
M,59,1,1108,779273,30,10710,479,30
F,55,1,993,572442,12,5628,486,18
F,26,0,547,497736,18,3276,267,3
F,51,1,1433,140727,12,6420,641,12
F,53,1,554,281685,24,4440,193,18
M,26,1,2791,843268,30,40320,1243,24
M,32,0,225,76806,1,80,91,24
F,62,1,368,220659,24,3144,140,18
M,37,0,36,21981,6,72,12,3
F,25,0,450,75351,1,202,219,3
M,45,0,120,61974,18,846,58,12
F,36,1,1087,313506,18,9684,363,30
M,33,0,66,41705,24,504,26,1
M,28,1,449,65538,12,1776,176,24
F,59,1,1683,1032441,18,12294,632,30
M,25,0,240,64460,24,2760,119,12
F,50,0,579,573610,3,693,251,1
F,27,1,348,60190,12,1728,118,18
M,35,0,297,80060,24,2520,93,3
M,52,1,2548,1000711,30,34080,908,30
M,60,1,2764,1443319,18,23400,1032,18
F,20,0,116,115703,12,612,35,12
M,57,1,1746,714104,18,10728,840,18
M,44,1,1620,327400,24,13272,791,30
F,45,0,576,273874,24,4344,264,24
M,63,1,450,279033,12,1788,202,18
M,23,0,63,29490,18,522,27,1
M,64,1,2249,1158488,18,15624,1030,18
M,31,0,261,104818,18,2016,126,1
M,24,0,29,14646,3,36,13,3
M,27,0,461,63677,18,3024,148,12
F,32,0,132,130689,6,270,54,1
M,48,1,1738,940168,18,15228,856,18
M,46,0,496,390802,24,5784,220,3
M,59,1,2697,1669193,24,28008,959,18
F,34,0,53,48792,3,66,20,12
F,46,1,768,162495,18,4140,350,12
M,61,1,1184,1144081,18,9198,524,18
F,32,0,585,134255,6,1656,198,24
F,43,0,68,27569,18,540,30,3
F,29,0,565,461579,1,240,193,1
M,42,0,254,163789,24,2448,76,6
F,58,1,566,326794,18,3744,236,24
M,22,0,36,24096,6,66,16,1
F,21,0,409,32716,18,3402,163,1
F,61,1,2076,2055231,12,9396,918,18
F,58,1,2618,2230536,18,17334,997,30
M,48,1,184,161076,18,1134,73,24
M,20,0,524,177950,18,4392,196,1
F,20,0,659,12238,3,231,79,3
F,43,0,539,322659,12,2964,177,24
M,34,1,966,436999,30,10260,446,30
F,27,0,288,287416,1,87,131,12
M,19,0,651,466458,6,1194,257,1
M,41,0,112,900,3,63,19,1
F,28,1,207,116458,30,2850,97,24
F,41,0,511,346827,6,1296,162,12
M,52,1,2596,1504589,30,26970,799,18
F,40,1,2186,679408,12,10488,921,30
F,49,1,1388,966214,30,15660,421,18
F,40,0,310,125171,6,912,128,18
M,51,0,499,80541,24,3792,221,1
M,58,1,1484,1478526,24,12144,730,24
M,36,0,655,170524,12,2580,248,3
M,19,0,652,291362,12,2856,213,3
M,19,0,101,29254,18,666,35,18
M,32,1,2366,2146563,18,18108,1125,12
M,38,0,387,304332,12,1620,135,18
M,52,0,217,7091,24,2184,90,18
M,22,0,125,91018,6,288,41,3
M,60,1,1705,852611,18,10890,515,30
F,44,0,34,8000,6,96,11,18
M,41,1,486,469921,24,5520,149,12
M,24,0,229,134298,6,582,87,18
F,23,1,2422,2196357,12,10548,803,18
M,63,1,333,174436,24,2760,148,12
M,50,1,490,54627,12,2436,179,30
F,34,0,360,130279,24,3576,165,3
M,63,1,2617,315343,18,14328,1236,24
F,59,1,1624,890230,12,9312,586,24
M,47,0,284,202585,12,1656,115,24
M,25,0,93,48265,18,558,37,12
F,57,1,735,354500,18,5922,295,24
M,63,1,526,505000,18,4032,258,12
F,24,0,457,222974,6,1272,141,24
M,23,0,36,5620,12,204,17,1
F,21,1,1143,184467,24,12336,561,12
F,18,0,78,40739,12,408,24,24
M,32,1,2095,1019337,12,10536,1008,18
M,48,0,200,146861,12,972,87,12
M,42,1,354,305078,30,4560,173,30
F,64,1,1622,1254750,12,6432,631,30
F,50,1,351,186623,30,4500,171,24
M,52,1,1893,1350459,30,18900,931,12
F,22,0,267,113026,12,1008,129,18
F,22,0,566,454524,3,768,271,18
F,53,1,1938,330931,12,11556,640,30
F,34,0,218,155349,3,312,76,12
F,31,0,656,355270,3,927,211,24
M,46,1,2000,868243,30,19710,771,30
M,25,0,253,194849,12,1224,125,6
F,51,1,893,299728,12,4404,347,18
M,57,0,233,73207,18,1548,87,3
F,18,0,312,76098,12,1716,100,1
F,46,1,1024,324423,12,4488,466,18
M,53,1,1686,728693,30,18810,546,30
F,54,1,1669,632588,18,12942,711,30
M,46,0,664,290018,3,642,251,24
M,22,0,201,151867,6,486,63,6
M,49,1,1424,1009744,18,10710,442,30
M,41,1,2702,2310296,24,27576,1249,18
F,36,0,83,4456,24,840,26,18
F,29,1,1515,953403,30,19170,489,30
F,18,0,505,101982,3,558,238,12
F,24,0,619,238257,12,3372,301,3
F,34,0,416,279877,1,183,134,6
M,51,1,1480,1190480,18,12186,580,30
F,60,1,1580,1035024,30,15450,599,18
M,24,0,483,211136,18,2718,190,24
F,34,1,2848,612547,30,29310,967,12
F,20,0,122,52861,24,1392,59,3
M,46,1,1986,863913,12,8424,740,12
F,39,0,338,219529,3,324,159,6
F,55,1,1202,187682,12,7152,519,18
M,60,1,1486,464617,24,14592,534,12
M,46,1,2640,1604471,18,14418,1025,30
F,59,1,2096,1911736,18,18198,837,30
F,22,0,468,31231,18,3006,188,24
M,47,1,783,298094,18,4302,288,18
F,40,0,539,119202,6,1146,162,24
M,38,0,646,228572,24,5664,318,1
M,43,0,247,113693,12,936,121,1
F,64,1,353,54690,24,2544,146,12
M,38,1,238,186352,12,1260,108,24
F,37,0,598,518217,12,2964,184,3
F,40,1,2793,1052315,24,32952,996,18
M,21,0,246,199573,12,1104,99,1
F,38,1,1728,644609,24,18240,610,18
F,38,0,161,2680,3,81,31,6
F,18,0,352,255168,3,360,169,18
M,32,0,63,40402,6,120,29,6
M,34,0,29,10134,3,27,9,3
F,31,0,270,217333,3,333,83,6
F,36,1,2507,463711,30,23010,1252,12
M,51,1,207,148054,24,1680,74,24
M,23,0,568,72579,3,657,197,3
F,62,1,1408,838315,30,16110,649,30
F,23,0,320,51521,24,2904,105,24
F,22,0,391,117685,12,2088,166,6
M,24,0,558,57904,6,1038,169,24
M,50,0,360,233062,12,1848,115,24
M,30,0,386,65976,6,708,184,6
F,18,0,80,65904,12,444,35,1
M,30,0,524,380099,12,3024,257,24
F,60,1,2824,2292224,12,16764,952,30
M,44,1,1205,744940,12,5328,586,30
M,24,0,696,237731,18,4608,277,18
F,20,0,335,213207,12,1548,159,3
M,42,1,830,801105,12,4200,298,12
F,50,1,1343,768361,18,7650,446,30
M,57,1,2647,1862689,18,19530,798,12
M,34,1,419,5593,12,720,47,12
M,62,1,647,492093,30,6690,279,30
F,31,0,631,421581,12,3480,285,3
M,54,0,39,17757,1,18,18,18
M,40,1,2933,1892907,12,14112,940,18
F,41,0,678,270650,1,297,243,12
M,46,1,1730,625163,24,18360,715,24
M,55,1,396,281942,18,2880,119,12
F,44,0,448,403527,3,582,171,3
M,55,1,2941,752464,24,28128,1409,30
M,57,1,741,265358,18,5328,267,18
F,62,0,136,13655,12,660,56,24
M,40,0,681,469213,3,843,338,12
M,48,0,352,351746,6,660,138,6
F,53,1,433,394988,30,4320,173,24
M,34,0,451,69472,24,3744,148,6
M,54,1,2781,1153381,18,24120,1181,12
M,20,0,326,57648,24,3000,105,6
F,53,0,356,294649,24,4224,177,6
F,22,0,420,61751,1,183,136,1
F,63,1,238,228520,30,2820,100,18
F,32,0,332,261932,12,1980,160,18
M,23,0,620,612049,12,3492,274,18
M,27,1,315,173738,24,2760,127,18
F,49,0,153,21704,12,612,53,6
F,40,0,420,2547,3,192,62,3
F,34,0,112,42064,6,240,53,12
M,63,1,392,362159,18,2142,145,30
M,37,1,240,57886,18,1296,94,12
M,61,1,1851,473118,30,16860,570,24
M,58,1,1274,858528,24,9336,431,30
F,32,1,1010,14733,12,2412,177,12
M,61,1,2454,1734550,24,23904,1150,12
M,63,0,674,259936,3,768,226,1
F,39,1,1209,54992,18,8946,388,24
F,23,0,77,35946,18,648,36,24
M,21,0,617,145951,18,3618,203,1
M,40,0,38,4529,12,156,14,6
M,61,1,2874,480444,24,26112,1313,12
F,62,1,1894,440228,12,6876,862,30
F,36,1,1593,14564,18,3222,251,30
F,62,1,659,239458,12,3528,200,30
F,48,1,1723,769398,18,10818,780,24
F,61,1,1599,917557,18,10818,611,24
M,20,0,581,224483,6,1650,260,24
M,45,1,2389,522006,12,9264,973,18
M,20,0,136,48795,1,49,45,3
M,31,0,525,93088,6,1302,171,6
M,35,0,394,122519,3,471,164,6
M,44,1,317,9459,18,918,55,24
M,27,0,174,31230,6,330,69,18
F,32,0,172,76631,12,972,79,3
M,36,0,36,4422,18,234,12,3
F,26,0,529,224121,1,224,191,24
M,21,0,452,20181,3,453,174,18
M,32,0,468,434636,3,450,222,24
F,25,1,2709,2247729,18,21150,1156,18
F,18,0,505,272915,12,2136,187,12
M,24,0,304,26621,3,390,101,6
M,48,0,257,211534,24,2904,108,18
M,35,0,354,43530,24,3048,119,12
M,29,0,442,161990,1,212,161,24
M,47,1,441,79969,30,5190,207,18
F,50,1,1404,541851,18,10908,468,24
F,64,1,1493,1264560,18,10512,643,18
F,24,0,62,16436,18,396,26,6
M,45,1,1561,167674,24,18672,604,30
M,20,0,675,445080,24,7416,244,6
F,60,1,187,104682,18,1638,82,30
F,23,1,804,265394,18,5220,314,24
M,48,0,418,15656,6,846,191,6
M,55,0,411,222701,1,158,126,1
M,32,1,2652,1018994,18,19872,1247,24
M,24,0,125,26306,1,43,41,18
M,60,1,2115,1841875,30,26250,1010,18
F,47,0,449,433498,6,1074,207,1
F,44,0,290,149286,12,1500,107,6
M,34,1,707,160460,30,10020,240,24
M,35,0,403,315378,18,3042,153,24
M,39,1,271,129211,24,2256,85,30
M,43,0,350,93858,6,648,168,6
M,44,0,631,560837,24,6648,223,3
M,57,1,2576,1268315,30,27510,1237,30
M,41,0,452,126636,24,3312,145,6
M,25,0,189,130279,12,1008,92,6
F,38,0,428,287103,24,4344,164,24
M,46,1,2728,1850275,30,33360,1104,18
F,60,1,555,27881,12,2964,222,12
F,38,0,594,558927,12,2376,284,6
M,20,0,515,228493,3,648,223,3
M,48,0,64,12822,12,336,30,12
F,44,0,40,19597,6,108,17,18
M,63,1,2931,1167806,30,40290,1259,18
M,44,0,248,213796,3,315,117,3
M,26,0,159,132137,24,1800,52,24
F,50,1,1014,404798,12,5988,457,30
M,50,0,548,384206,3,765,215,12
F,43,0,287,251823,18,1656,137,12
M,45,1,2466,2410333,12,13044,888,12
M,61,1,1353,1035636,24,13440,514,18
F,60,1,1723,648492,30,21810,684,30
F,48,0,555,310591,6,1530,175,18
F,18,0,30,24841,6,54,13,3
M,37,1,593,389948,12,2364,288,12
M,29,0,139,54822,1,48,51,18
F,34,1,630,157322,30,6240,236,30
F,32,0,699,305720,6,1416,316,1
M,51,1,1595,1242129,12,7608,615,12
M,33,0,620,432506,3,654,307,12
M,21,0,231,185446,1,81,76,6
M,25,0,314,28713,24,3336,107,12
M,51,1,2639,560367,12,15192,855,24
F,63,1,520,389100,12,2976,191,30
M,42,0,450,411831,3,570,173,1
M,32,1,736,44191,30,7350,331,12
M,45,1,2971,2403056,12,12684,982,30
F,26,0,359,185308,18,2268,153,18
F,19,0,527,395956,12,2664,216,1
M,34,1,1048,250212,24,9000,493,24
